2,1,1,93,1
2,1,1,94,0
2,1,1,95,0
2,1,1,96,1
2,1,1,101,2
2,1,1,103,0
2,1,1,104,1
2,1,1,105,0
2,1,1,106,1
2,1,1,111,2
2,1,1,112,2
2,1,1,113,1
2,1,1,114,0
2,1,1,115,0
2,1,1,116,1
2,1,1,121,2
2,1,1,123,0
2,1,1,124,1
3,1,0,12,2
3,1,0,13,1
3,1,0,14,0
3,1,0,15,1
3,1,0,16,0
3,1,0,21,2
3,1,0,22,2
3,1,0,23,1
3,1,0,24,0
3,1,0,25,0
3,1,0,26,1
3,1,0,31,2
3,1,0,32,2
3,1,0,33,0
3,1,0,34,1
3,1,0,35,0
3,1,0,36,1
3,1,0,41,2
3,1,0,43,0
3,1,0,44,1
3,1,0,45,0
3,1,0,46,1
3,1,0,51,2
3,1,0,52,2
3,1,0,53,1
3,1,0,54,0
3,1,0,55,0
3,1,0,56,1
3,1,1,61,2
3,1,1,71,2
3,1,1,72,2
3,1,1,73,1
3,1,1,74,0
3,1,1,75,0
3,1,1,76,1
3,1,1,82,2
3,1,1,83,1
3,1,1,84,0
3,1,1,85,1
3,1,1,86,0
3,1,1,91,2
3,1,1,92,2
3,1,1,93,1
3,1,1,94,0
3,1,1,95,0
3,1,1,96,1
3,1,1,101,2
3,1,1,103,0
3,1,1,104,1
3,1,1,105,0
3,1,1,106,1
3,1,1,111,2
3,1,1,112,2
3,1,1,113,1
3,1,1,114,0
3,1,1,115,0
3,1,1,116,1
3,1,1,121,2
3,1,1,123,0
3,1,1,124,1
5,2,0,11,1
5,2,0,12,0
5,2,0,13,0
5,2,0,14,1
5,2,0,15,1
5,2,0,16,0
5,2,0,17,0
5,2,0,18,1
5,2,0,21,1
5,2,0,22,0
5,2,0,23,1
5,2,0,24,0
5,2,0,25,1
5,2,0,26,0
5,2,0,27,1
5,2,0,28,0
5,2,0,31,1
5,2,0,32,0
5,2,0,33,0
5,2,0,34,1
5,2,0,35,1
5,2,0,36,0
5,2,0,37,0
5,2,0,38,1
5,2,0,41,0
5,2,0,42,1
5,2,0,45,0
5,2,0,46,1
5,2,0,47,0
5,2,0,48,1
5,2,0,51,1
5,2,0,52,0
5,2,0,53,0
5,2,0,54,1
5,2,0,55,1
5,2,0,56,0
5,2,0,57,0
5,2,0,58,1
5,2,1,65,1
5,2,1,66,0
5,2,1,67,0
5,2,1,68,1
5,2,1,71,1
5,2,1,72,0
5,2,1,73,0
5,2,1,74,1
5,2,1,75,1
5,2,1,76,0
5,2,1,77,0
5,2,1,78,1
5,2,1,83,1
5,2,1,84,0
5,2,1,85,1
5,2,1,86,0
5,2,1,87,1
5,2,1,88,0
5,2,1,91,1
5,2,1,92,0
5,2,1,93,0
5,2,1,94,1
5,2,1,95,1
5,2,1,96,0
5,2,1,97,0
5,2,1,98,1
5,2,1,101,0
5,2,1,102,1
5,2,1,103,0
5,2,1,104,1
5,2,1,105,0
5,2,1,106,1
5,2,1,107,0
5,2,1,108,1
5,2,1,111,0
5,2,1,112,1
5,2,1,115,0
5,2,1,116,1
6,2,0,11,1
6,2,0,12,0
6,2,0,13,0
6,2,0,14,1
6,2,0,15,1
6,2,0,16,0
6,2,0,17,0
6,2,0,18,1
6,2,0,21,1
6,2,0,22,0
6,2,0,23,1
6,2,0,24,0
6,2,0,25,1
6,2,0,26,0
6,2,0,27,1
6,2,0,28,0
6,2,0,31,1
6,2,0,32,0
6,2,0,33,0
6,2,0,34,1
6,2,0,35,1
6,2,0,36,0
6,2,0,37,0
6,2,0,38,1
6,2,0,41,0
6,2,0,42,1
6,2,0,45,0
6,2,0,46,1
6,2,0,47,0
6,2,0,48,1
6,2,0,51,1
6,2,0,52,0
6,2,0,53,0
6,2,0,54,1
6,2,0,55,1
6,2,0,56,0
6,2,0,57,0
6,2,0,58,1
6,2,1,61,1
6,2,1,62,0
6,2,1,63,0
6,2,1,64,1
6,2,1,65,1
6,2,1,66,0
6,2,1,67,0
6,2,1,68,1
6,2,1,71,1
6,2,1,72,0
6,2,1,73,0
6,2,1,74,1
6,2,1,75,1
6,2,1,76,0
6,2,1,77,1
6,2,1,78,0
6,2,1,83,1
6,2,1,84,0
6,2,1,85,1
6,2,1,86,0
6,2,1,87,1
6,2,1,88,0
6,2,1,91,1
6,2,1,92,0
6,2,1,93,0
6,2,1,94,1
6,2,1,95,1
6,2,1,96,0
6,2,1,97,0
6,2,1,98,1
6,2,1,101,0
6,2,1,102,1
6,2,1,103,0
6,2,1,104,1
6,2,1,105,0
6,2,1,106,1
6,2,1,107,0
6,2,1,108,1
6,2,1,111,0
6,2,1,112,1
6,2,1,115,0
6,2,1,116,1
7,2,0,11,1
7,2,0,12,0
7,2,0,13,0
7,2,0,14,1
7,2,0,15,1
7,2,0,16,0
7,2,0,17,0
7,2,0,18,1
7,2,0,21,1
7,2,0,22,0
7,2,0,23,1
7,2,0,24,0
7,2,0,25,1
7,2,0,26,0
7,2,0,27,1
7,2,0,28,0
7,2,0,31,1
7,2,0,32,0
7,2,0,33,0
7,2,0,34,1
7,2,0,35,1
7,2,0,36,0
7,2,0,37,0
7,2,0,38,1
7,2,0,41,0
7,2,0,42,1
7,2,0,45,0
7,2,0,46,1
7,2,0,47,0
7,2,0,48,1
7,2,0,51,1
7,2,0,52,0
7,2,0,53,0
7,2,0,54,1
7,2,0,55,1
7,2,0,56,0
7,2,0,57,0
7,2,0,58,1
7,2,1,61,1
7,2,1,62,0
7,2,1,63,0
7,2,1,64,1
7,2,1,65,1
7,2,1,66,0
7,2,1,67,0
7,2,1,68,1
7,2,1,71,1
7,2,1,72,0
7,2,1,73,0
7,2,1,74,1
7,2,1,75,1
7,2,1,76,0
7,2,1,77,1
7,2,1,78,0
7,2,1,83,1
7,2,1,84,0
7,2,1,85,1
7,2,1,86,0
7,2,1,87,1
7,2,1,88,0
7,2,1,91,1
7,2,1,92,0
7,2,1,93,0
7,2,1,94,1
7,2,1,95,1
7,2,1,96,0
7,2,1,97,0
7,2,1,98,1
7,2,1,101,0
7,2,1,102,1
7,2,1,103,0
7,2,1,104,1
7,2,1,105,0
7,2,1,106,1
7,2,1,107,0
7,2,1,108,1
7,2,1,111,0
7,2,1,112,1
7,2,1,115,0
7,2,1,116,1
8,2,0,11,1
8,2,0,12,0
8,2,0,13,0
8,2,0,14,1
8,2,0,15,1
8,2,0,16,0
8,2,0,17,0
8,2,0,18,1
8,2,0,21,1
8,2,0,22,0
8,2,0,23,1
8,2,0,24,0
8,2,0,25,1
8,2,0,26,0
8,2,0,27,1
8,2,0,28,0
8,2,0,31,1
8,2,0,32,0
8,2,0,33,0
8,2,0,34,1
8,2,0,35,1
8,2,0,36,0
8,2,0,37,0
8,2,0,38,1
8,2,0,41,0
8,2,0,42,1
8,2,0,45,0
8,2,0,46,1
8,2,0,47,0
8,2,0,48,1
8,2,0,51,1
8,2,0,52,0
8,2,0,53,0
8,2,0,54,1
8,2,0,55,1
8,2,0,56,0
8,2,0,57,0
8,2,0,58,1
8,2,1,61,1
8,2,1,62,0
8,2,1,63,1
8,2,1,64,0
8,2,1,65,1
8,2,1,66,0
8,2,1,67,1
8,2,1,68,0
8,2,1,71,1
8,2,1,72,0
8,2,1,73,0
8,2,1,74,1
8,2,1,75,1
8,2,1,76,0
8,2,1,77,0
8,2,1,78,1
8,2,1,81,0
8,2,1,82,1
8,2,1,83,0
8,2,1,84,1
8,2,1,85,0
8,2,1,86,1
8,2,1,87,0
8,2,1,88,1
8,2,1,93,1
8,2,1,94,0
8,2,1,95,1
8,2,1,96,0
8,2,1,97,1
8,2,1,98,0
8,2,1,101,1
8,2,1,102,0
8,2,1,103,0
8,2,1,104,1
8,2,1,105,1
8,2,1,106,0
8,2,1,107,0
8,2,1,108,1
8,2,1,111,0
8,2,1,112,1
8,2,1,113,0
8,2,1,114,1
8,2,1,115,0
8,2,1,116,1
8,2,1,117,0
8,2,1,118,1
8,2,1,121,1
8,2,1,122,0
8,2,1,123,0
8,2,1,124,1
8,2,1,125,1
8,2,1,126,0
8,2,1,127,0
8,2,1,128,1
